id,visit,room,value,timepoint
14,0,bedroom,6.0,119
14,0,bedroom,2.75,120
14,0,bedroom,2.75,121
14,0,bedroom,2.75,122
14,0,bedroom,2.75,123
14,0,bedroom,6.0,124
14,0,bedroom,6.0,125
14,0,bedroom,2.75,126
14,0,bedroom,2.75,127
14,0,bedroom,2.75,128
14,0,bedroom,6.0,129
14,0,bedroom,6.0,130
14,0,bedroom,6.0,131
14,0,bedroom,6.0,132
14,0,bedroom,2.75,133
14,0,bedroom,6.0,134
14,0,bedroom,6.0,135
14,0,bedroom,6.0,136
14,0,bedroom,6.0,137
14,0,bedroom,6.0,138
14,0,bedroom,6.0,139
14,0,bedroom,6.0,140
14,0,bedroom,6.0,141
14,0,bedroom,6.0,142
14,0,bedroom,6.0,143
14,0,bedroom,6.0,144
14,0,bedroom,2.75,145
14,0,bedroom,6.0,146
14,0,bedroom,6.0,147
14,0,bedroom,6.0,148
14,0,bedroom,8.0,149
14,0,bedroom,7.0,150
14,0,bedroom,11.0,151
14,0,bedroom,2.75,152
14,0,bedroom,2.75,153
14,0,bedroom,6.0,154
14,0,bedroom,6.0,155
14,0,bedroom,6.0,156
14,0,bedroom,2.75,157
14,0,bedroom,6.0,158
14,0,bedroom,6.0,159
14,0,bedroom,6.0,160
14,0,bedroom,6.0,161
14,0,bedroom,6.0,162
14,0,bedroom,2.75,163
14,0,bedroom,6.0,164
14,0,bedroom,10.0,165
14,0,bedroom,8.0,166
14,0,bedroom,10.0,167
14,0,bedroom,6.0,168
14,0,bedroom,2.75,169
14,0,bedroom,6.0,170
14,0,bedroom,8.0,171
14,0,bedroom,7.0,172
14,0,bedroom,6.0,173
14,0,bedroom,6.0,174
14,0,bedroom,2.75,175
14,0,bedroom,6.0,176
14,0,bedroom,7.0,177
14,0,bedroom,6.0,178
14,0,bedroom,2.75,179
14,0,bedroom,2.75,180
14,0,bedroom,2.75,181
14,0,bedroom,6.0,182
14,0,bedroom,6.0,183
14,0,bedroom,10.0,184
14,0,bedroom,9.0,185
14,0,bedroom,2.75,186
14,0,bedroom,2.75,187
14,0,bedroom,6.0,188
14,0,bedroom,6.0,189
14,0,bedroom,2.75,190
14,0,bedroom,2.75,191
14,0,bedroom,2.75,192
14,0,bedroom,2.75,193
14,0,bedroom,6.0,194
14,0,bedroom,6.0,195
14,0,bedroom,2.75,196
14,0,bedroom,2.75,197
14,0,bedroom,2.75,198
14,0,bedroom,2.75,199
14,0,bedroom,8.0,200
14,0,bedroom,8.0,201
14,0,bedroom,12.0,202
14,0,bedroom,2.75,203
14,0,bedroom,2.75,204
14,0,bedroom,2.75,205
14,0,bedroom,6.0,206
14,0,bedroom,6.0,207
14,0,bedroom,6.0,208
14,0,bedroom,2.75,209
14,0,bedroom,2.75,210
14,0,bedroom,2.75,211
14,0,bedroom,6.0,212
14,0,bedroom,7.0,213
14,0,bedroom,6.0,214
14,0,bedroom,6.0,215
14,0,bedroom,6.0,216
14,0,bedroom,6.0,217
14,0,bedroom,6.0,218
14,0,bedroom,7.0,219
14,0,bedroom,7.0,220
14,0,bedroom,13.0,221
14,0,bedroom,12.0,222
14,0,bedroom,9.0,223
14,0,bedroom,10.0,224
14,0,bedroom,9.0,225
14,0,bedroom,8.0,226
14,0,bedroom,7.0,227
14,0,bedroom,7.0,228
14,0,bedroom,7.0,229
14,0,bedroom,7.0,230
14,0,bedroom,7.0,231
14,0,bedroom,7.0,232
14,0,bedroom,8.0,233
14,0,bedroom,6.0,234
14,0,bedroom,6.0,235
14,0,bedroom,6.0,236
14,0,bedroom,8.0,237
14,0,bedroom,8.0,238
14,0,bedroom,7.0,239
14,0,bedroom,7.0,240
14,0,bedroom,7.0,241
14,0,bedroom,7.0,242
14,0,bedroom,8.0,243
14,0,bedroom,8.0,244
14,0,bedroom,7.0,245
14,0,bedroom,7.0,246
14,0,bedroom,7.0,247
14,0,bedroom,8.0,248
14,0,bedroom,8.0,249
14,0,bedroom,7.0,250
14,0,bedroom,7.0,251
14,0,bedroom,7.0,252
14,0,bedroom,8.0,253
14,0,bedroom,11.0,254
14,0,bedroom,9.0,255
14,0,bedroom,9.0,256
14,0,bedroom,9.0,257
14,0,bedroom,10.0,258
14,0,bedroom,8.0,259
14,0,bedroom,9.0,260
14,0,bedroom,10.0,261
14,0,bedroom,8.0,262
14,0,bedroom,8.0,263
14,0,bedroom,8.0,264
14,0,bedroom,8.0,265
14,0,bedroom,8.0,266
14,0,bedroom,17.0,267
14,0,bedroom,9.0,268
14,0,bedroom,9.0,269
14,0,bedroom,8.0,270
14,0,bedroom,8.0,271
14,0,bedroom,8.0,272
14,0,bedroom,8.0,273
14,0,bedroom,8.0,274
14,0,bedroom,7.0,275
14,0,bedroom,7.0,276
14,0,bedroom,7.0,277
14,0,bedroom,7.0,278
14,0,bedroom,9.0,279
14,0,bedroom,8.0,280
14,0,bedroom,7.0,281
14,0,bedroom,7.0,282
14,0,bedroom,6.0,283
14,0,bedroom,7.0,284
14,0,bedroom,8.0,285
14,0,bedroom,8.0,286
14,0,bedroom,7.0,287
14,0,bedroom,6.0,288
14,0,bedroom,6.0,289
14,0,bedroom,6.0,290
14,0,bedroom,7.0,291
14,0,bedroom,7.0,292
14,0,bedroom,7.0,293
14,0,bedroom,6.0,294
14,0,bedroom,6.0,295
14,0,bedroom,7.0,296
14,0,bedroom,7.0,297
14,0,bedroom,7.0,298
14,0,bedroom,6.0,299
14,0,bedroom,6.0,300
14,0,bedroom,6.0,301
14,0,bedroom,6.0,302
14,0,bedroom,7.0,303
14,0,bedroom,7.0,304
14,0,bedroom,6.0,305
14,0,bedroom,6.0,306
14,0,bedroom,6.0,307
14,0,bedroom,2.75,308
14,0,bedroom,6.0,309
14,0,bedroom,6.0,310
14,0,bedroom,2.75,311
14,0,bedroom,2.75,312
14,0,bedroom,2.75,313
14,0,bedroom,6.0,314
14,0,bedroom,6.0,315
14,0,bedroom,6.0,316
14,0,bedroom,2.75,317
14,0,bedroom,2.75,318
14,0,bedroom,2.75,319
14,0,bedroom,2.75,320
14,0,bedroom,6.0,321
14,0,bedroom,6.0,322
14,0,bedroom,2.75,323
14,0,bedroom,2.75,324
14,0,bedroom,2.75,325
14,0,bedroom,2.75,326
14,0,bedroom,6.0,327
14,0,bedroom,2.75,328
14,0,bedroom,2.75,329
14,0,bedroom,2.75,330
14,0,bedroom,2.75,331
14,0,bedroom,2.75,332
14,0,bedroom,2.75,333
14,0,bedroom,2.75,334
14,0,bedroom,2.75,335
14,0,bedroom,2.75,336
14,0,bedroom,2.75,337
14,0,bedroom,2.75,338
14,0,bedroom,2.75,339
14,0,bedroom,2.75,340
14,0,bedroom,2.75,341
14,0,bedroom,2.75,342
14,0,bedroom,2.75,343
14,0,bedroom,2.75,344
14,0,bedroom,2.75,345
14,0,bedroom,2.75,346
14,0,bedroom,2.75,347
14,0,bedroom,2.75,348
14,0,bedroom,2.75,349
14,0,bedroom,2.75,350
14,0,bedroom,2.75,351
14,0,bedroom,2.75,352
14,0,bedroom,2.75,353
14,0,bedroom,2.75,354
14,0,bedroom,2.75,355
14,0,bedroom,2.75,356
14,0,bedroom,2.75,357
14,0,bedroom,2.75,358
14,0,bedroom,2.75,359
14,0,bedroom,2.75,360
14,0,bedroom,2.75,361
14,0,bedroom,2.75,362
14,0,bedroom,11.0,363
14,0,bedroom,2.75,364
14,0,bedroom,2.75,365
14,0,bedroom,2.75,366
14,0,bedroom,2.75,367
14,0,bedroom,2.75,368
14,0,bedroom,2.75,369
14,0,bedroom,2.75,370
14,0,bedroom,2.75,371
14,0,bedroom,2.75,372
14,0,bedroom,2.75,373
14,0,bedroom,2.75,374
14,0,bedroom,2.75,375
14,0,bedroom,2.75,376
14,0,bedroom,2.75,377
14,0,bedroom,2.75,378
14,0,bedroom,2.75,379
14,0,bedroom,2.75,380
14,0,bedroom,2.75,381
14,0,bedroom,6.0,382
14,0,bedroom,2.75,383
14,0,bedroom,2.75,384
14,0,bedroom,2.75,385
14,0,bedroom,2.75,386
14,0,bedroom,2.75,387
14,0,bedroom,2.75,388
14,0,bedroom,2.75,389
14,0,bedroom,2.75,390
14,0,bedroom,2.75,391
14,0,bedroom,2.75,392
14,0,bedroom,2.75,393
14,0,bedroom,2.75,394
14,0,bedroom,2.75,395
14,0,bedroom,2.75,396
14,0,bedroom,2.75,397
14,0,bedroom,2.75,398
14,0,bedroom,2.75,399
14,0,bedroom,2.75,400
14,0,bedroom,2.75,401
14,0,bedroom,2.75,402
14,0,bedroom,2.75,403
14,0,bedroom,2.75,404
14,0,bedroom,2.75,405
14,0,bedroom,2.75,406
14,0,bedroom,2.75,407
14,0,bedroom,2.75,408
14,0,bedroom,2.75,409
14,0,bedroom,2.75,410
14,0,bedroom,2.75,411
14,0,bedroom,2.75,412
14,0,bedroom,2.75,413
14,0,bedroom,2.75,414
14,0,bedroom,2.75,415
14,0,bedroom,2.75,416
14,0,bedroom,2.75,417
14,0,bedroom,2.75,418
14,0,bedroom,2.75,419
14,0,bedroom,2.75,420
14,0,bedroom,2.75,421
14,0,bedroom,2.75,422
14,0,bedroom,2.75,423
14,0,bedroom,2.75,424
14,0,bedroom,2.75,425
14,0,bedroom,2.75,426
14,0,bedroom,2.75,427
14,0,bedroom,2.75,428
14,0,bedroom,2.75,429
14,0,bedroom,2.75,430
14,0,bedroom,2.75,431
14,0,bedroom,2.75,432
14,0,bedroom,2.75,433
14,0,bedroom,2.75,434
14,0,bedroom,2.75,435
14,0,bedroom,2.75,436
14,0,bedroom,2.75,437
14,0,bedroom,2.75,438
14,0,bedroom,2.75,439
14,0,bedroom,2.75,440
14,0,bedroom,2.75,441
14,0,bedroom,2.75,442
14,0,bedroom,2.75,443
14,0,bedroom,2.75,444
14,0,bedroom,2.75,445
14,0,bedroom,2.75,446
14,0,bedroom,2.75,447
14,0,bedroom,2.75,448
14,0,bedroom,2.75,449
14,0,bedroom,2.75,450
14,0,bedroom,2.75,451
14,0,bedroom,2.75,452
14,0,bedroom,2.75,453
14,0,bedroom,2.75,454
14,0,bedroom,2.75,455
14,0,bedroom,2.75,456
14,0,bedroom,2.75,457
14,0,bedroom,2.75,458
14,0,bedroom,2.75,459
14,0,bedroom,8.0,460
14,0,bedroom,2.75,461
14,0,bedroom,2.75,462
14,0,bedroom,2.75,463
14,0,bedroom,2.75,464
14,0,bedroom,2.75,465
14,0,bedroom,2.75,466
14,0,bedroom,2.75,467
14,0,bedroom,2.75,468
14,0,bedroom,2.75,469
14,0,bedroom,2.75,470
14,0,bedroom,7.0,471
14,0,bedroom,7.0,472
14,0,bedroom,2.75,473
14,0,bedroom,2.75,474
14,0,bedroom,2.75,475
14,0,bedroom,2.75,476
14,0,bedroom,2.75,477
14,0,bedroom,2.75,478
14,0,bedroom,2.75,479
14,0,bedroom,2.75,480
14,0,bedroom,2.75,481
14,0,bedroom,2.75,482
14,0,bedroom,2.75,483
14,0,bedroom,2.75,484
14,0,bedroom,2.75,485
14,0,bedroom,2.75,486
14,0,bedroom,2.75,487
14,0,bedroom,2.75,488
14,0,bedroom,2.75,489
14,0,bedroom,2.75,490
14,0,bedroom,2.75,491
14,0,bedroom,2.75,492
14,0,bedroom,2.75,493
14,0,bedroom,2.75,494
14,0,bedroom,2.75,495
14,0,bedroom,2.75,496
14,0,bedroom,2.75,497
14,0,bedroom,2.75,498
14,0,bedroom,2.75,499
14,0,bedroom,2.75,500
14,0,bedroom,2.75,501
14,0,bedroom,2.75,502
14,0,bedroom,2.75,503
14,0,bedroom,2.75,504
14,0,bedroom,2.75,505
14,0,bedroom,2.75,506
14,0,bedroom,2.75,507
14,0,bedroom,2.75,508
14,0,bedroom,2.75,509
14,0,bedroom,2.75,510
14,0,bedroom,2.75,511
14,0,bedroom,2.75,512
14,0,bedroom,2.75,513
14,0,bedroom,2.75,514
14,0,bedroom,2.75,515
14,0,bedroom,2.75,516
14,0,bedroom,2.75,517
14,0,bedroom,2.75,518
14,0,bedroom,2.75,519
14,0,bedroom,2.75,520
14,0,bedroom,2.75,521
14,0,bedroom,2.75,522
14,0,bedroom,2.75,523
14,0,bedroom,2.75,524
14,0,bedroom,2.75,525
14,0,bedroom,2.75,526
14,0,bedroom,2.75,527
14,0,bedroom,2.75,528
14,0,bedroom,2.75,529
14,0,bedroom,2.75,530
14,0,bedroom,2.75,531
14,0,bedroom,2.75,532
14,0,bedroom,2.75,533
14,0,bedroom,2.75,534
14,0,bedroom,2.75,535
14,0,bedroom,2.75,536
14,0,bedroom,2.75,537
14,0,bedroom,2.75,538
14,0,bedroom,2.75,539
14,0,bedroom,2.75,540
14,0,bedroom,2.75,541
14,0,bedroom,2.75,542
14,0,bedroom,2.75,543
14,0,bedroom,2.75,544
14,0,bedroom,2.75,545
14,0,bedroom,2.75,546
14,0,bedroom,2.75,547
14,0,bedroom,2.75,548
14,0,bedroom,2.75,549
14,0,bedroom,2.75,550
14,0,bedroom,2.75,551
14,0,bedroom,2.75,552
14,0,bedroom,2.75,553
14,0,bedroom,2.75,554
14,0,bedroom,2.75,555
14,0,bedroom,2.75,556
14,0,bedroom,2.75,557
14,0,bedroom,2.75,558
14,0,bedroom,2.75,559
14,0,bedroom,2.75,560
14,0,bedroom,2.75,561
14,0,bedroom,2.75,562
14,0,bedroom,2.75,563
14,0,bedroom,2.75,564
14,0,bedroom,2.75,565
14,0,bedroom,2.75,566
14,0,bedroom,2.75,567
14,0,bedroom,2.75,568
14,0,bedroom,2.75,569
14,0,bedroom,2.75,570
14,0,bedroom,2.75,571
14,0,bedroom,2.75,572
14,0,bedroom,2.75,573
14,0,bedroom,2.75,574
14,0,bedroom,2.75,575
14,0,bedroom,2.75,576
14,0,bedroom,2.75,577
14,0,bedroom,2.75,578
14,0,bedroom,2.75,579
14,0,bedroom,2.75,580
14,0,bedroom,2.75,581
14,0,bedroom,2.75,582
14,0,bedroom,2.75,583
14,0,bedroom,2.75,584
14,0,bedroom,2.75,585
14,0,bedroom,2.75,586
14,0,bedroom,2.75,587
14,0,bedroom,2.75,588
14,0,bedroom,2.75,589
14,0,bedroom,2.75,590
14,0,bedroom,2.75,591
14,0,bedroom,2.75,592
14,0,bedroom,2.75,593
14,0,bedroom,2.75,594
14,0,bedroom,2.75,595
14,0,bedroom,2.75,596
14,0,bedroom,2.75,597
14,0,bedroom,2.75,598
14,0,bedroom,2.75,599
14,0,bedroom,2.75,600
14,0,bedroom,2.75,601
14,0,bedroom,2.75,602
14,0,bedroom,2.75,603
14,0,bedroom,2.75,604
14,0,bedroom,2.75,605
14,0,bedroom,2.75,606
14,0,bedroom,2.75,607
14,0,bedroom,2.75,608
14,0,bedroom,2.75,609
14,0,bedroom,2.75,610
14,0,bedroom,2.75,611
14,0,bedroom,2.75,612
14,0,bedroom,2.75,613
14,0,bedroom,2.75,614
14,0,bedroom,2.75,615
14,0,bedroom,2.75,616
14,0,bedroom,2.75,617
14,0,bedroom,2.75,618
14,0,bedroom,2.75,619
14,0,bedroom,2.75,620
14,0,bedroom,2.75,621
14,0,bedroom,2.75,622
14,0,bedroom,2.75,623
14,0,bedroom,2.75,624
14,0,bedroom,2.75,625
14,0,bedroom,2.75,626
14,0,bedroom,2.75,627
14,0,bedroom,2.75,628
14,0,bedroom,2.75,629
14,0,bedroom,2.75,630
14,0,bedroom,2.75,631
14,0,bedroom,2.75,632
14,0,bedroom,2.75,633
14,0,bedroom,2.75,634
14,0,bedroom,2.75,635
14,0,bedroom,2.75,636
14,0,bedroom,2.75,637
14,0,bedroom,2.75,638
14,0,bedroom,2.75,639
14,0,bedroom,2.75,640
14,0,bedroom,2.75,641
14,0,bedroom,2.75,642
14,0,bedroom,2.75,643
14,0,bedroom,2.75,644
14,0,bedroom,2.75,645
14,0,bedroom,2.75,646
14,0,bedroom,2.75,647
14,0,bedroom,2.75,648
14,0,bedroom,2.75,649
14,0,bedroom,2.75,650
14,0,bedroom,2.75,651
14,0,bedroom,2.75,652
14,0,bedroom,2.75,653
14,0,bedroom,2.75,654
14,0,bedroom,2.75,655
14,0,bedroom,2.75,656
14,0,bedroom,2.75,657
14,0,bedroom,2.75,658
14,0,bedroom,2.75,659
14,0,bedroom,2.75,660
14,0,bedroom,2.75,661
14,0,bedroom,2.75,662
14,0,bedroom,2.75,663
14,0,bedroom,2.75,664
14,0,bedroom,2.75,665
14,0,bedroom,2.75,666
14,0,bedroom,2.75,667
14,0,bedroom,2.75,668
14,0,bedroom,2.75,669
14,0,bedroom,2.75,670
14,0,bedroom,2.75,671
14,0,bedroom,2.75,672
14,0,bedroom,2.75,673
14,0,bedroom,2.75,674
14,0,bedroom,2.75,675
14,0,bedroom,2.75,676
14,0,bedroom,2.75,677
14,0,bedroom,2.75,678
14,0,bedroom,2.75,679
14,0,bedroom,2.75,680
14,0,bedroom,2.75,681
14,0,bedroom,2.75,682
14,0,bedroom,2.75,683
14,0,bedroom,2.75,684
14,0,bedroom,2.75,685
14,0,bedroom,2.75,686
14,0,bedroom,2.75,687
14,0,bedroom,2.75,688
14,0,bedroom,2.75,689
14,0,bedroom,2.75,690
14,0,bedroom,2.75,691
14,0,bedroom,2.75,692
14,0,bedroom,2.75,693
14,0,bedroom,2.75,694
14,0,bedroom,2.75,695
14,0,bedroom,2.75,696
14,0,bedroom,2.75,697
14,0,bedroom,2.75,698
14,0,bedroom,2.75,699
14,0,bedroom,2.75,700
14,0,bedroom,2.75,701
14,0,bedroom,2.75,702
14,0,bedroom,2.75,703
14,0,bedroom,2.75,704
14,0,bedroom,2.75,705
14,0,bedroom,2.75,706
14,0,bedroom,2.75,707
14,0,bedroom,2.75,708
14,0,bedroom,2.75,709
14,0,bedroom,2.75,710
14,0,bedroom,2.75,711
14,0,bedroom,2.75,712
14,0,bedroom,2.75,713
14,0,bedroom,2.75,714
14,0,bedroom,2.75,715
14,0,bedroom,2.75,716
14,0,bedroom,2.75,717
14,0,bedroom,2.75,718
14,0,bedroom,2.75,719
14,0,bedroom,2.75,720
14,0,bedroom,2.75,721
14,0,bedroom,2.75,722
14,0,bedroom,2.75,723
14,0,bedroom,2.75,724
14,0,bedroom,2.75,725
14,0,bedroom,2.75,726
14,0,bedroom,2.75,727
14,0,bedroom,2.75,728
14,0,bedroom,2.75,729
14,0,bedroom,2.75,730
14,0,bedroom,2.75,731
14,0,bedroom,2.75,732
14,0,bedroom,2.75,733
14,0,bedroom,2.75,734
14,0,bedroom,2.75,735
14,0,bedroom,2.75,736
14,0,bedroom,2.75,737
14,0,bedroom,2.75,738
14,0,bedroom,2.75,739
14,0,bedroom,2.75,740
14,0,bedroom,2.75,741
14,0,bedroom,2.75,742
14,0,bedroom,2.75,743
14,0,bedroom,2.75,744
14,0,bedroom,2.75,745
14,0,bedroom,2.75,746
14,0,bedroom,2.75,747
14,0,bedroom,2.75,748
14,0,bedroom,2.75,749
14,0,bedroom,2.75,750
14,0,bedroom,2.75,751
14,0,bedroom,2.75,752
14,0,bedroom,2.75,753
14,0,bedroom,2.75,754
14,0,bedroom,2.75,755
14,0,bedroom,2.75,756
14,0,bedroom,2.75,757
14,0,bedroom,2.75,758
14,0,bedroom,2.75,759
14,0,bedroom,2.75,760
14,0,bedroom,2.75,761
14,0,bedroom,2.75,762
14,0,bedroom,2.75,763
14,0,bedroom,2.75,764
14,0,bedroom,2.75,765
14,0,bedroom,2.75,766
14,0,bedroom,2.75,767
14,0,bedroom,2.75,768
14,0,bedroom,2.75,769
14,0,bedroom,2.75,770
14,0,bedroom,2.75,771
14,0,bedroom,2.75,772
14,0,bedroom,2.75,773
14,0,bedroom,2.75,774
14,0,bedroom,2.75,775
14,0,bedroom,2.75,776
14,0,bedroom,2.75,777
14,0,bedroom,2.75,778
14,0,bedroom,2.75,779
14,0,bedroom,2.75,780
14,0,bedroom,2.75,781
14,0,bedroom,2.75,782
14,0,bedroom,2.75,783
14,0,bedroom,2.75,784
14,0,bedroom,2.75,785
14,0,bedroom,2.75,786
14,0,bedroom,2.75,787
14,0,bedroom,2.75,788
14,0,bedroom,2.75,789
14,0,bedroom,2.75,790
14,0,bedroom,2.75,791
14,0,bedroom,2.75,792
14,0,bedroom,2.75,793
14,0,bedroom,2.75,794
14,0,bedroom,2.75,795
14,0,bedroom,2.75,796
14,0,bedroom,2.75,797
14,0,bedroom,2.75,798
14,0,bedroom,2.75,799
14,0,bedroom,6.0,800
14,0,bedroom,6.0,801
14,0,bedroom,2.75,802
14,0,bedroom,7.0,803
14,0,bedroom,2.75,804
14,0,bedroom,2.75,805
14,0,bedroom,2.75,806
14,0,bedroom,2.75,807
14,0,bedroom,2.75,808
14,0,bedroom,2.75,809
14,0,bedroom,2.75,810
14,0,bedroom,2.75,811
14,0,bedroom,2.75,812
14,0,bedroom,2.75,813
14,0,bedroom,2.75,814
14,0,bedroom,2.75,815
14,0,bedroom,2.75,816
14,0,bedroom,2.75,817
14,0,bedroom,2.75,818
14,0,bedroom,2.75,819
14,0,bedroom,2.75,820
14,0,bedroom,2.75,821
14,0,bedroom,2.75,822
14,0,bedroom,2.75,823
14,0,bedroom,2.75,824
14,0,bedroom,2.75,825
14,0,bedroom,2.75,826
14,0,bedroom,2.75,827
14,0,bedroom,2.75,828
14,0,bedroom,2.75,829
14,0,bedroom,2.75,830
14,0,bedroom,2.75,831
14,0,bedroom,2.75,832
14,0,bedroom,2.75,833
14,0,bedroom,2.75,834
14,0,bedroom,2.75,835
14,0,bedroom,2.75,836
14,0,bedroom,2.75,837
14,0,bedroom,2.75,838
14,0,bedroom,2.75,839
14,0,bedroom,2.75,840
14,0,bedroom,2.75,841
14,0,bedroom,2.75,842
14,0,bedroom,2.75,843
14,0,bedroom,2.75,844
14,0,bedroom,2.75,845
14,0,bedroom,2.75,846
14,0,bedroom,2.75,847
14,0,bedroom,2.75,848
14,0,bedroom,2.75,849
14,0,bedroom,2.75,850
14,0,bedroom,2.75,851
14,0,bedroom,2.75,852
14,0,bedroom,2.75,853
14,0,bedroom,2.75,854
14,0,bedroom,2.75,855
14,0,bedroom,2.75,856
14,0,bedroom,2.75,857
14,0,bedroom,2.75,858
14,0,bedroom,2.75,859
14,0,bedroom,2.75,860
14,0,bedroom,2.75,861
14,0,bedroom,2.75,862
14,0,bedroom,2.75,863
14,0,bedroom,2.75,864
14,0,bedroom,2.75,865
14,0,bedroom,2.75,866
14,0,bedroom,2.75,867
14,0,bedroom,2.75,868
14,0,bedroom,2.75,869
14,0,bedroom,2.75,870
14,0,bedroom,2.75,871
14,0,bedroom,2.75,872
14,0,bedroom,2.75,873
14,0,bedroom,2.75,874
14,0,bedroom,2.75,875
14,0,bedroom,2.75,876
14,0,bedroom,2.75,877
14,0,bedroom,2.75,878
14,0,bedroom,2.75,879
14,0,bedroom,2.75,880
14,0,bedroom,2.75,881
14,0,bedroom,2.75,882
14,0,bedroom,2.75,883
14,0,bedroom,2.75,884
14,0,bedroom,2.75,885
14,0,bedroom,2.75,886
14,0,bedroom,2.75,887
14,0,bedroom,2.75,888
14,0,bedroom,2.75,889
14,0,bedroom,2.75,890
14,0,bedroom,2.75,891
14,0,bedroom,2.75,892
14,0,bedroom,2.75,893
14,0,bedroom,2.75,894
14,0,bedroom,2.75,895
14,0,bedroom,2.75,896
14,0,bedroom,2.75,897
14,0,bedroom,2.75,898
14,0,bedroom,2.75,899
14,0,bedroom,2.75,900
14,0,bedroom,2.75,901
14,0,bedroom,2.75,902
14,0,bedroom,2.75,903
14,0,bedroom,2.75,904
14,0,bedroom,2.75,905
14,0,bedroom,2.75,906
14,0,bedroom,2.75,907
14,0,bedroom,2.75,908
14,0,bedroom,2.75,909
14,0,bedroom,2.75,910
14,0,bedroom,2.75,911
14,0,bedroom,2.75,912
14,0,bedroom,2.75,913
14,0,bedroom,2.75,914
14,0,bedroom,2.75,915
14,0,bedroom,2.75,916
14,0,bedroom,2.75,917
14,0,bedroom,2.75,918
14,0,bedroom,2.75,919
14,0,bedroom,2.75,920
14,0,bedroom,2.75,921
14,0,bedroom,2.75,922
14,0,bedroom,2.75,923
14,0,bedroom,2.75,924
14,0,bedroom,2.75,925
14,0,bedroom,2.75,926
14,0,bedroom,2.75,927
14,0,bedroom,2.75,928
14,0,bedroom,2.75,929
14,0,bedroom,2.75,930
14,0,bedroom,2.75,931
14,0,bedroom,2.75,932
14,0,bedroom,2.75,933
14,0,bedroom,2.75,934
14,0,bedroom,2.75,935
14,0,bedroom,2.75,936
14,0,bedroom,2.75,937
14,0,bedroom,2.75,938
14,0,bedroom,2.75,939
14,0,bedroom,2.75,940
14,0,bedroom,2.75,941
14,0,bedroom,2.75,942
14,0,bedroom,2.75,943
14,0,bedroom,2.75,944
14,0,bedroom,2.75,945
14,0,bedroom,2.75,946
14,0,bedroom,2.75,947
14,0,bedroom,2.75,948
14,0,bedroom,2.75,949
14,0,bedroom,2.75,950
14,0,bedroom,2.75,951
14,0,bedroom,2.75,952
14,0,bedroom,2.75,953
14,0,bedroom,2.75,954
14,0,bedroom,12.0,955
14,0,bedroom,2.75,956
14,0,bedroom,2.75,957
14,0,bedroom,2.75,958
14,0,bedroom,2.75,959
14,0,bedroom,2.75,960
14,0,bedroom,2.75,961
14,0,bedroom,2.75,962
14,0,bedroom,2.75,963
14,0,bedroom,2.75,964
14,0,bedroom,2.75,965
14,0,bedroom,2.75,966
14,0,bedroom,2.75,967
14,0,bedroom,2.75,968
14,0,bedroom,2.75,969
14,0,bedroom,2.75,970
14,0,bedroom,2.75,971
14,0,bedroom,2.75,972
14,0,bedroom,2.75,973
14,0,bedroom,2.75,974
14,0,bedroom,2.75,975
14,0,bedroom,2.75,976
14,0,bedroom,2.75,977
14,0,bedroom,2.75,978
14,0,bedroom,2.75,979
14,0,bedroom,2.75,980
14,0,bedroom,2.75,981
14,0,bedroom,2.75,982
14,0,bedroom,2.75,983
